Location,Area_sqft,Road_Width_ft,Near_Highway,Distance_from_citycenter_km,Price_per_sqft
Vellore,1821.54,39.1,Yes,4.41,2281.06
Trichy,992.36,37.4,No,5.36,2545.04
Chennai,1003.85,30.8,Yes,0.5,5029.51
Trichy,1189.89,27.4,No,2.68,3121.2
Chennai,1421.03,23.9,No,4.62,4666.75
Madurai,900.63,13.0,No,3.77,2723.43
Madurai,1453.59,37.7,No,1.55,3044.09
Vellore,1608.02,35.5,Yes,3.82,2181.16
Chennai,826.83,39.1,No,5.18,4351.94
Vellore,951.0,31.9,No,1.15,2245.07
Trichy,1677.24,34.2,Yes,0.76,3273.8
Trichy,1276.46,38.2,Yes,2.92,3207.81
Chennai,1377.04,15.5,No,2.47,4905.8
Vellore,906.8,14.1,No,2.2,2266.75
Vellore,1393.3,20.0,Yes,5.78,2121.16
Trichy,1240.44,27.5,Yes,1.68,3128.59
Chennai,1208.82,27.0,Yes,3.17,4806.66
Vellore,1026.9,30.2,No,3.87,2053.79
Madurai,1091.79,32.4,No,2.95,2712.16
Trichy,1567.89,29.8,Yes,3.27,3062.26
Madurai,1669.75,39.2,Yes,4.9,2551.02
Vellore,1123.51,24.9,No,4.63,1842.7
Trichy,1147.07,17.4,Yes,3.1,3018.7
Salem,857.81,17.9,Yes,2.63,2658.02
Vellore,1691.95,33.3,No,0.65,2421.84
Salem,1623.06,29.2,No,2.29,2505.1
Chennai,1216.16,20.6,Yes,3.86,4723.85
Coimbatore,829.3,12.9,No,0.71,4479.79
Salem,1703.32,33.4,No,1.05,2678.88
Trichy,1311.17,12.7,No,5.21,2554.3
Vellore,1727.74,27.3,Yes,3.94,2269.46
Trichy,1436.88,21.3,No,5.92,2464.73
Salem,1586.8,26.2,Yes,4.54,2405.93
Salem,1065.85,12.6,Yes,4.73,2408.03
Chennai,1523.28,31.6,No,3.32,4487.1
Coimbatore,1454.63,27.9,No,3.39,4135.86
Chennai,1831.05,18.1,No,1.5,4820.42
Vellore,1837.02,34.2,Yes,4.96,2062.78
Salem,1013.23,24.4,Yes,3.02,2685.01
Chennai,819.09,26.3,Yes,4.67,4683.86
Coimbatore,1564.96,32.5,No,1.77,4411.51
Coimbatore,1525.15,39.3,Yes,1.23,4479.1
Coimbatore,812.37,21.6,Yes,2.8,4335.55
Vellore,1775.46,29.2,No,3.04,2085.68
Coimbatore,1336.61,24.6,No,0.99,4382.55
Chennai,1580.61,15.8,No,2.1,4842.36
Salem,820.16,30.2,Yes,0.91,3064.57
Chennai,1504.48,38.9,No,5.33,4356.87
Coimbatore,1818.68,19.0,Yes,4.82,4292.91
Salem,1753.95,33.2,Yes,3.2,2577.52
Chennai,1417.78,26.0,Yes,2.7,5022.33
Coimbatore,1782.65,31.9,No,4.15,3980.97
Trichy,1132.52,25.2,Yes,2.28,3063.92
Trichy,902.17,38.8,No,3.38,3020.79
Salem,1732.19,28.7,No,3.62,2538.15
Salem,875.37,22.5,Yes,5.82,2233.19
Chennai,1767.92,18.4,Yes,1.52,5102.72
Vellore,980.07,22.8,Yes,4.56,2358.1
Trichy,1051.73,18.0,No,3.56,2893.3
Coimbatore,1708.14,34.4,No,0.79,4483.12
Trichy,831.72,38.6,Yes,3.42,3044.49
Chennai,1217.05,28.9,Yes,0.62,5325.12
Vellore,1689.37,30.7,No,3.79,2314.49
Salem,1339.27,39.8,No,5.84,2393.53
Coimbatore,1401.08,14.3,No,5.37,4070.86
Salem,1583.27,15.3,Yes,1.71,3027.57
Trichy,1182.06,37.2,No,0.69,3319.5
Salem,1987.28,38.2,No,4.88,2443.54
Chennai,1991.09,30.4,No,1.11,5026.57
Chennai,1137.86,28.1,No,2.67,4719.27
Coimbatore,959.38,34.4,No,2.77,4053.71
Trichy,1146.76,35.2,No,5.39,2541.32
Trichy,1563.45,24.6,Yes,1.92,3041.68
Coimbatore,1567.0,17.0,Yes,3.95,4286.2
Coimbatore,1606.19,35.0,Yes,2.12,4375.04
Chennai,1957.2,19.8,Yes,4.09,4981.32
Chennai,1775.13,20.4,No,2.08,4667.69
Coimbatore,1960.23,33.0,No,4.15,3935.24
Madurai,1756.91,18.4,No,1.54,2646.76
Chennai,1657.29,29.8,No,2.99,4555.57
Chennai,962.29,14.4,Yes,5.22,4776.41
Vellore,1541.21,23.8,No,3.26,2360.57
Trichy,1464.38,13.6,No,5.77,2821.26
Chennai,1878.55,36.6,Yes,4.0,4978.84
Trichy,1386.04,14.6,No,1.92,3112.3
Chennai,1587.45,17.2,Yes,3.15,4700.21
Trichy,1238.8,24.2,Yes,1.55,3416.28
Vellore,1845.91,20.5,No,1.32,2194.96
Vellore,1354.54,20.2,No,4.28,2230.42
Madurai,1948.63,24.6,Yes,3.6,2967.36
Madurai,1896.24,31.3,Yes,3.12,3031.2
Chennai,1648.39,24.0,Yes,5.03,4535.54
Vellore,856.74,26.8,No,0.68,2332.03
Madurai,1070.1,22.9,Yes,2.41,2848.95
Coimbatore,1714.95,14.8,Yes,3.67,4134.14
Vellore,1118.74,28.7,No,3.56,2050.31
Salem,1623.13,13.5,Yes,3.95,2528.8
Coimbatore,1780.08,40.0,No,1.78,4148.12
Vellore,1213.8,14.1,Yes,0.78,2496.18
Salem,972.88,20.5,No,5.19,2209.82
Madurai,1461.28,33.5,No,4.78,2684.77
Madurai,1513.45,15.6,Yes,3.82,2840.27
Chennai,1853.72,39.3,No,3.3,4702.53
Salem,879.5,17.9,Yes,2.94,2738.53
Trichy,1915.83,19.7,No,3.15,2836.97
Trichy,1691.0,37.9,Yes,5.8,2814.19
Madurai,1277.58,20.8,No,4.83,2691.54
Vellore,1673.06,34.0,No,1.6,2362.61
Madurai,1808.64,31.4,Yes,5.59,2609.5
Coimbatore,1249.47,38.3,Yes,1.48,4532.08
Madurai,1746.05,19.4,Yes,3.53,2934.58
Coimbatore,1755.63,21.2,No,2.69,4245.28
Chennai,1911.81,21.3,Yes,1.09,5213.16
Madurai,992.12,25.1,Yes,5.36,2781.69
Trichy,1274.15,32.6,Yes,1.51,3250.38
Vellore,1304.6,17.4,Yes,1.85,2376.24
Coimbatore,840.87,37.3,Yes,5.94,4004.27
Madurai,925.66,31.5,Yes,5.13,2658.71
Madurai,1855.49,20.7,No,4.84,2678.54
Coimbatore,893.92,26.0,Yes,2.77,4276.29
Trichy,1531.96,12.5,Yes,3.99,2900.66
Chennai,1104.2,33.2,Yes,4.12,4761.07
Chennai,1959.46,29.3,No,3.66,4670.08
Coimbatore,1921.65,12.4,Yes,3.66,4232.37
Coimbatore,984.15,33.3,No,3.97,3965.84
Trichy,1134.06,26.8,No,1.12,3283.32
Coimbatore,1665.71,31.1,No,3.28,4321.44
Coimbatore,893.6,29.2,No,5.56,3844.0
Madurai,965.66,15.9,Yes,4.05,2834.03
Chennai,1472.69,27.5,No,0.99,4930.27
Vellore,1715.69,20.8,No,4.87,2038.96
Trichy,1750.98,30.7,No,5.69,2705.92
Salem,1380.71,25.1,No,1.91,2682.61
Salem,1887.43,16.2,Yes,0.76,2918.1
Madurai,1047.22,35.0,Yes,2.57,2948.01
Salem,1419.47,29.7,No,5.87,2188.28
Chennai,1124.71,26.9,Yes,5.97,4741.06
Trichy,1573.91,19.1,No,3.78,2813.15
Vellore,1791.27,38.1,No,0.69,2386.91
Coimbatore,1400.22,25.1,Yes,2.72,4258.88
Coimbatore,1762.06,13.8,No,3.75,4269.61
Vellore,1794.12,38.9,No,2.25,2417.26
Salem,1411.28,17.9,Yes,2.22,2663.76
Chennai,1227.93,22.5,Yes,1.11,5059.65
Salem,845.88,22.9,Yes,1.14,2702.23
Vellore,1598.28,17.2,No,2.13,2483.99
Madurai,1477.06,30.2,Yes,3.72,2687.56
Madurai,1833.22,20.8,Yes,5.9,2449.31
Madurai,1667.44,27.0,No,2.04,2791.38
Coimbatore,1809.81,21.6,Yes,1.25,4534.56
Chennai,1012.7,24.3,No,4.65,4347.33
Coimbatore,1359.08,31.9,No,1.59,4172.89
Salem,1265.26,31.0,No,1.71,2469.39
Trichy,1603.86,20.3,Yes,0.54,3320.44
Vellore,1494.42,39.4,No,1.05,2390.27
Salem,1088.02,13.0,No,5.07,2152.33
Madurai,1541.0,16.2,No,5.05,2401.04
Trichy,1030.36,25.7,No,5.89,2444.2
Salem,1300.01,36.9,No,1.3,2759.23
Vellore,1064.27,17.2,No,2.47,2415.65
Coimbatore,921.86,34.1,No,3.66,4060.79
Chennai,1523.04,14.6,Yes,3.42,4788.4
Coimbatore,1790.05,31.7,Yes,4.13,4355.81
Vellore,1747.27,16.6,Yes,3.56,2249.24
Vellore,1639.62,22.1,No,4.98,1898.56
Madurai,1568.6,29.5,Yes,3.47,2702.61
Madurai,1485.3,16.4,Yes,4.43,2752.31
Madurai,1656.58,31.2,Yes,4.67,2829.22
Salem,1219.64,28.7,Yes,3.53,2641.94
Madurai,1504.93,33.8,Yes,3.49,2794.2
Coimbatore,1264.16,19.8,Yes,2.32,4588.81
Coimbatore,1695.85,27.8,Yes,0.66,4655.01
Chennai,1904.0,30.5,No,2.46,4646.73
Salem,1201.48,37.4,Yes,3.97,2606.06
Trichy,1760.3,18.6,Yes,3.51,2972.96
Salem,1330.82,33.9,Yes,1.38,2969.41
Vellore,1525.67,25.1,No,4.7,2039.13
Madurai,1212.81,14.2,Yes,2.36,3048.88
Coimbatore,1668.01,18.8,No,3.91,4049.76
Vellore,856.16,18.4,No,5.39,1941.7
Coimbatore,985.59,27.4,No,0.95,4491.36
Madurai,1379.4,16.2,No,4.13,2485.1
Coimbatore,1555.49,36.8,Yes,5.35,4129.71
Trichy,1842.43,26.5,Yes,5.89,2828.39
Salem,1439.9,26.4,No,1.02,2620.02
Vellore,1346.65,28.9,No,3.37,2139.47
Chennai,1636.62,23.2,Yes,2.03,4869.77
Madurai,1003.89,26.4,Yes,2.52,3039.03
Madurai,1594.93,18.9,Yes,4.56,2820.7
Chennai,1862.25,21.9,No,0.71,4804.63
Madurai,1177.23,32.2,No,2.84,2670.4
Madurai,1211.27,19.8,Yes,2.4,3103.93
Trichy,1983.8,39.4,No,3.69,2836.88
Trichy,1408.73,12.3,No,5.26,2497.87
Vellore,1115.56,36.6,Yes,4.88,2064.76
Chennai,1878.71,18.9,Yes,1.74,4965.29
Vellore,1171.69,33.0,Yes,2.23,2516.98
Vellore,1231.16,13.1,No,1.03,2420.45
Trichy,1655.53,28.9,Yes,3.74,2964.34
Vellore,1039.69,37.0,Yes,1.68,2585.83
Chennai,1652.8,30.4,Yes,5.33,4504.54
Trichy,1207.56,30.8,Yes,1.05,3404.95
Madurai,1874.22,39.7,No,2.5,2908.96
Vellore,1689.91,31.2,Yes,1.42,2752.08
Salem,1074.5,36.6,No,1.83,2458.07
Coimbatore,1922.09,12.8,No,3.78,4031.01
Vellore,1154.74,34.5,No,1.79,2266.27
Madurai,855.79,35.2,Yes,4.61,2779.28
Vellore,1717.44,39.0,Yes,4.09,2349.18
Vellore,1152.36,35.5,No,1.63,2271.78
Salem,1909.89,25.3,Yes,5.08,2496.78
Trichy,1947.45,30.0,No,1.67,3230.52
Chennai,836.3,23.3,No,0.67,5116.92
Chennai,1727.83,13.5,Yes,1.5,4900.27
Madurai,1693.24,33.8,Yes,4.78,2866.42
Trichy,1780.37,17.0,Yes,2.0,3200.69
Vellore,1829.11,21.6,No,2.81,2304.82
Coimbatore,1865.86,21.2,No,2.08,4299.57
Chennai,1532.5,15.4,Yes,1.63,5022.14
Coimbatore,907.77,24.1,Yes,5.5,4017.51
Coimbatore,1137.4,21.7,Yes,3.98,4289.14
Madurai,1592.43,15.6,No,5.91,2264.68
Madurai,1373.89,33.6,Yes,5.6,2489.57
Salem,1413.5,30.5,Yes,2.65,2798.17
Vellore,1551.55,14.7,No,3.73,2046.86
Madurai,1382.59,26.3,Yes,3.91,2796.07
Vellore,1470.62,12.7,Yes,5.36,2178.2
Vellore,882.15,36.4,No,5.57,2140.64
Madurai,1054.14,32.4,No,1.16,2881.0
Coimbatore,1661.09,16.9,Yes,5.09,4204.95
Vellore,805.14,20.9,Yes,5.24,2250.6
Vellore,1219.85,35.9,No,2.92,2304.09
Madurai,1156.8,30.7,Yes,4.47,2733.95
Vellore,1148.35,25.4,No,2.92,2108.68
Madurai,1064.37,18.9,No,5.17,2554.56
Coimbatore,1571.43,36.1,No,2.71,4419.88
Trichy,1384.92,22.2,No,4.6,2807.85
Chennai,1566.95,12.7,Yes,0.78,5165.25
Trichy,1130.15,30.7,Yes,5.23,2863.43
Trichy,929.84,33.2,No,3.07,2832.35
Vellore,1485.3,24.8,Yes,5.52,2195.41
Coimbatore,808.5,25.9,No,1.12,4216.55
Coimbatore,1324.55,37.9,No,2.72,4031.39
Chennai,1199.45,23.6,No,4.39,4733.84
Vellore,925.55,30.0,No,1.71,2308.13
Trichy,1093.64,26.0,Yes,0.53,3464.41
Chennai,1016.32,30.1,Yes,0.51,5149.54
Trichy,1688.87,30.7,Yes,5.37,2703.88
Coimbatore,860.6,31.4,Yes,5.06,4071.83
Madurai,1751.54,26.5,Yes,1.75,2995.05
Madurai,1243.7,40.0,Yes,2.73,2859.7
Trichy,1149.53,23.4,Yes,3.94,2874.31
Trichy,1666.67,13.7,No,3.38,2890.87
Trichy,895.56,28.9,No,5.78,2609.5
Chennai,1600.46,16.3,Yes,5.89,4513.92
Trichy,1374.92,16.3,Yes,2.04,3218.32
Coimbatore,1356.65,37.2,No,3.39,4016.09
Vellore,811.95,31.2,No,4.91,2002.88
Coimbatore,1286.83,17.2,Yes,2.04,4494.41
Chennai,969.26,35.1,Yes,1.01,5188.31
Chennai,1602.52,26.7,No,0.77,4765.71
Chennai,942.84,13.4,No,3.49,4576.42
Chennai,1391.79,20.0,No,0.88,4784.89
Chennai,1798.13,37.5,No,0.93,4890.81
Madurai,1009.61,29.5,Yes,4.99,2667.68
Trichy,1647.65,15.3,No,5.44,2736.56
Salem,1311.79,22.1,Yes,2.68,2912.09
Coimbatore,1570.52,20.8,No,1.42,4300.98
Vellore,1813.23,35.1,No,4.65,1876.19
Chennai,1790.75,17.1,No,0.62,4763.14
Chennai,1225.15,28.3,Yes,1.98,4899.09
Salem,997.19,14.0,Yes,1.75,3007.55
Vellore,1504.19,38.0,No,3.47,2244.99
Trichy,1354.36,32.9,No,1.92,2984.99
Madurai,1080.62,33.4,Yes,4.39,2831.69
Trichy,1372.72,16.4,Yes,4.83,2953.28
Coimbatore,1927.14,18.1,No,3.01,4014.95
Coimbatore,1919.46,33.5,Yes,2.95,4250.47
Vellore,1119.49,18.5,No,4.8,2019.35
Trichy,1529.25,36.6,Yes,0.74,3311.32
Salem,1096.72,23.4,Yes,0.88,2932.13
Chennai,1079.04,16.8,No,5.21,4454.05
Chennai,1554.39,34.5,No,1.37,4792.74
Chennai,1885.74,12.3,No,3.77,4741.48
Coimbatore,1132.4,12.9,No,0.7,4555.7
Chennai,1190.93,15.4,Yes,2.32,4879.7
Coimbatore,814.2,37.8,Yes,5.96,4282.78
Coimbatore,1967.19,19.5,Yes,2.54,4470.18
Chennai,1953.5,13.6,No,3.83,4447.43
Salem,1740.67,35.1,Yes,3.71,2518.08
Trichy,1860.14,15.7,Yes,3.5,2914.13
Trichy,1218.25,33.4,Yes,0.92,3405.12
Vellore,1034.56,36.8,No,4.09,2279.09
Madurai,856.24,18.4,Yes,5.74,2639.28
Madurai,973.89,16.7,Yes,1.05,3076.76
Coimbatore,1031.13,36.3,No,3.87,4059.2
Madurai,1402.12,16.5,No,2.42,2625.63
Coimbatore,1754.7,18.5,Yes,1.16,4783.69
Salem,970.79,17.1,Yes,2.27,2588.41
Salem,1741.39,24.4,No,4.22,2311.89
Trichy,1423.84,35.0,Yes,2.37,3270.01
Salem,1504.12,27.7,No,4.39,2289.57
Chennai,1899.8,16.5,Yes,2.96,4790.24
Coimbatore,1220.08,36.1,Yes,2.52,4268.99
Chennai,817.16,15.8,Yes,1.99,5080.41
Chennai,1236.7,31.8,No,5.89,4392.5
Vellore,935.72,19.4,No,3.59,1958.62
Madurai,992.3,20.2,No,0.7,2844.0
Madurai,1526.2,17.8,Yes,3.46,2723.95
Vellore,1813.03,24.6,No,2.64,2272.84
Coimbatore,1618.06,37.6,Yes,5.6,4169.41
Trichy,1730.78,29.4,No,2.02,3069.73
Madurai,1619.29,39.8,No,4.39,2378.22
Vellore,1941.95,25.6,Yes,3.98,2331.41
Trichy,1636.04,38.4,No,4.16,2873.97
Coimbatore,952.16,13.9,No,4.11,3893.28
Salem,961.98,17.4,No,1.98,2427.1
Salem,1340.09,14.8,Yes,4.66,2577.08
Trichy,816.37,24.1,No,2.66,2998.75
Salem,1118.07,32.1,No,1.2,2783.84
Trichy,1778.61,19.2,No,2.34,2913.75
Madurai,1593.0,14.5,No,0.87,2836.62
Trichy,1080.0,27.7,No,5.95,2662.27
Vellore,827.17,18.9,No,1.23,2503.29
Chennai,1072.38,30.9,Yes,1.62,5157.26
Trichy,956.23,21.8,Yes,0.8,3464.21
Trichy,879.95,34.4,No,2.79,3087.63
Vellore,1486.17,33.4,No,2.49,2283.87
Vellore,1829.0,25.9,No,5.15,1795.17
Trichy,1980.79,37.2,Yes,0.78,3139.34
Trichy,1477.76,25.8,No,4.53,2698.14
Chennai,1826.4,36.7,Yes,4.32,4692.34
Salem,1201.34,38.9,Yes,5.34,2414.81
Salem,1782.62,21.4,Yes,3.88,2618.06
Salem,860.74,15.7,Yes,3.14,2742.77
Vellore,1108.84,20.2,No,1.36,2282.47
Chennai,1719.92,23.0,No,3.73,4715.79
Salem,1423.11,19.6,No,1.57,2690.4
Salem,1310.34,28.7,No,1.42,2531.7
Chennai,1231.98,36.1,Yes,1.78,4822.18
Vellore,1992.03,15.3,No,5.88,1782.25
Salem,1259.72,14.7,Yes,4.7,2581.52
Vellore,1386.61,27.3,Yes,5.8,1943.14
Vellore,965.54,26.0,Yes,3.96,2251.62
Chennai,920.34,23.7,No,0.67,4887.8
Salem,818.41,26.8,Yes,2.1,2982.2
Madurai,1577.57,39.0,No,3.51,2556.03
Trichy,1921.2,31.1,No,1.46,2867.79
Chennai,1008.48,28.6,Yes,1.18,4903.56
Trichy,1034.07,28.8,Yes,2.38,3075.16
Chennai,1165.95,31.1,Yes,5.1,4796.96
Chennai,1799.05,21.5,Yes,1.29,5024.74
Vellore,1038.92,30.1,Yes,1.4,2422.61
Coimbatore,1861.45,22.6,Yes,3.06,4563.77
Trichy,1485.39,17.0,Yes,5.43,2880.54
Coimbatore,1940.07,31.0,Yes,0.65,4798.89
Coimbatore,1550.62,19.9,Yes,3.02,4595.56
Vellore,1225.79,22.2,No,4.79,2182.65
Madurai,1915.13,28.0,Yes,5.18,2812.68
Trichy,1852.19,32.3,No,4.06,2624.8
Chennai,866.72,23.1,Yes,3.77,4645.22
Chennai,1862.86,37.8,No,3.86,4454.78
Madurai,1738.6,22.3,No,1.3,2677.18
Vellore,1886.15,36.9,No,5.53,2030.37
Trichy,1874.16,31.9,No,1.49,3176.25
Vellore,1034.29,14.5,Yes,3.9,2354.31
Trichy,1775.73,34.9,Yes,2.01,3172.54
Vellore,1583.21,25.4,No,0.59,2530.27
Chennai,1825.34,15.4,No,0.68,5041.3
Chennai,1214.52,35.8,Yes,1.79,4997.88
Madurai,1842.47,36.8,Yes,2.84,2972.97
Chennai,1704.09,30.1,Yes,3.46,4738.73
Trichy,1836.08,39.3,No,3.03,2934.65
Madurai,1722.75,38.8,No,5.91,2604.43
Trichy,1214.37,38.8,No,2.23,3007.66
Coimbatore,1158.44,21.3,Yes,4.39,4252.36
Trichy,1364.6,14.7,Yes,5.99,2884.54
Madurai,1337.38,30.2,No,2.05,2755.65
Madurai,1856.38,15.1,Yes,3.99,2617.57
Chennai,1912.31,22.6,No,2.9,4900.47
Salem,803.49,31.7,Yes,4.8,2641.91
Salem,1263.3,34.0,No,3.64,2435.23
Chennai,1576.24,28.5,Yes,1.12,4998.02
Vellore,1322.4,39.8,No,5.53,1818.04
Coimbatore,824.4,33.8,Yes,3.53,4301.99
Coimbatore,1604.87,18.7,No,5.32,3777.63
Coimbatore,1314.02,39.6,Yes,2.9,4259.42
Chennai,1403.77,27.4,No,2.41,4662.86
Madurai,1145.99,36.7,Yes,5.87,2472.08
Vellore,972.94,36.9,Yes,3.78,2168.05
Trichy,1003.48,39.2,No,4.22,2800.69
Trichy,1185.13,35.2,Yes,3.11,2968.41
Vellore,982.95,28.0,Yes,0.7,2435.59
Vellore,1131.9,29.4,No,5.9,1888.06
Vellore,1532.01,21.6,No,1.52,2530.71
Salem,1794.85,26.3,No,1.15,2746.99
Salem,838.65,20.7,No,2.63,2635.05
Chennai,1679.23,34.7,No,0.86,4905.28
Madurai,1879.99,22.5,Yes,0.86,3141.41
Coimbatore,1816.03,13.8,Yes,1.01,4704.43
Madurai,894.86,28.8,Yes,1.91,3003.08
Trichy,1193.22,16.1,No,3.41,2762.01
Salem,1481.89,19.1,No,5.26,2462.82
Chennai,1694.26,18.3,Yes,2.65,4833.9
Coimbatore,999.2,36.9,Yes,4.79,4055.48
Trichy,1142.07,30.3,Yes,3.22,3227.5
Vellore,975.14,23.6,No,2.38,2447.76
Chennai,1115.8,37.7,Yes,4.99,4752.81
Salem,1605.99,16.6,Yes,3.77,2668.47
Trichy,1601.5,26.0,No,4.5,2889.6
Vellore,1376.52,32.1,No,5.78,1737.14
Madurai,1151.27,22.4,Yes,3.2,2815.67
Trichy,1715.55,36.1,No,1.79,2851.55
Salem,806.54,17.0,No,0.58,2729.05
Trichy,1966.43,39.0,Yes,2.9,3104.75
Salem,1695.24,25.2,Yes,4.7,2506.07
Coimbatore,1606.42,12.1,No,1.72,4270.83
Madurai,1294.87,26.1,Yes,2.21,2910.28
Vellore,1048.09,14.7,Yes,2.8,2371.53
Vellore,947.76,30.4,No,1.6,2368.0
Salem,1341.42,36.1,No,2.59,2453.44
Vellore,935.34,33.8,Yes,3.96,2502.24
Vellore,1945.16,32.0,Yes,3.87,2445.78
Madurai,1971.53,21.3,No,4.69,2386.59
Salem,1018.36,26.9,No,3.43,2309.06
Madurai,1107.64,17.4,Yes,5.47,2492.42
Trichy,1934.99,36.5,No,5.07,2687.83
Vellore,1369.79,21.8,No,4.37,2214.15
Vellore,1312.96,26.7,Yes,4.16,2308.31
Madurai,1541.76,19.1,No,3.72,2746.9
Coimbatore,1565.61,18.3,No,4.96,4140.98
Trichy,1672.78,20.3,Yes,5.34,2713.33
Coimbatore,1446.74,18.1,Yes,3.16,4364.4
Salem,1281.77,14.2,Yes,3.82,2628.42
Madurai,1256.81,15.0,No,3.06,2557.44
Madurai,1448.2,27.5,Yes,1.05,3026.78
Trichy,1083.29,37.5,No,4.46,2888.95
Madurai,1013.18,20.1,Yes,1.78,3016.08
Coimbatore,1216.93,31.1,No,1.6,4493.0
Coimbatore,1310.91,30.1,Yes,3.56,4156.25
Salem,1426.27,14.2,Yes,0.78,2924.23
Madurai,879.27,16.8,No,1.8,2723.77
Madurai,1923.25,38.7,No,5.79,2397.78
Salem,981.68,26.5,Yes,0.74,2968.51
Salem,1563.16,26.5,Yes,4.03,2678.71
Vellore,1374.08,39.7,No,3.76,2120.78
Madurai,1529.09,21.9,No,3.4,2626.62
Chennai,1760.93,21.5,No,2.4,4690.2
Chennai,1056.25,23.1,Yes,4.56,4798.36
Salem,1501.62,23.9,No,5.83,2186.06
Vellore,1858.64,32.5,Yes,3.14,2286.47
Madurai,1004.65,15.4,Yes,2.76,3009.84
Salem,1317.78,29.6,No,0.99,2606.27
Salem,1119.96,27.6,No,5.93,2182.17
Salem,1773.24,24.9,Yes,1.61,2955.28
Trichy,1980.59,27.9,Yes,3.07,3286.67
Madurai,1762.82,28.0,Yes,2.18,2958.69
Madurai,1358.85,28.0,No,3.26,2847.19
Salem,1083.07,28.0,No,5.75,2149.48
Vellore,1388.33,36.6,Yes,4.5,2068.19
Madurai,1448.99,20.6,No,1.09,2926.58
Salem,1280.48,13.3,No,1.8,2512.93
Madurai,1035.75,33.9,No,1.75,2972.21
Salem,1691.6,30.7,Yes,5.6,2286.55
Vellore,1208.05,34.0,Yes,2.41,2453.63
Trichy,1873.84,19.8,No,3.51,3019.35
Vellore,1233.27,34.0,No,0.61,2307.67
Vellore,1113.73,19.6,Yes,3.61,2516.55
Trichy,908.3,31.8,Yes,3.2,2990.16
Madurai,1841.96,16.7,Yes,5.9,2529.51
Coimbatore,1906.68,17.8,Yes,3.86,4358.83
Salem,860.15,14.8,Yes,5.13,2528.57
Coimbatore,1632.34,20.8,No,1.92,4500.77
Salem,1390.96,36.5,Yes,1.78,2920.8
Salem,1526.23,22.0,No,3.81,2425.34
Coimbatore,999.11,36.5,Yes,1.71,4399.25
Trichy,1485.54,14.9,Yes,5.64,3015.64
Coimbatore,1848.1,39.3,Yes,5.79,4174.12
Chennai,811.79,38.6,No,4.28,4611.32
Salem,1990.56,23.5,Yes,5.02,2594.48
Chennai,1078.09,26.0,Yes,0.95,5091.69
Coimbatore,1322.79,35.9,No,4.16,3963.85
Coimbatore,1757.73,21.9,No,0.64,4364.84
Coimbatore,1562.14,38.2,Yes,5.64,4111.68
Madurai,1201.12,35.6,No,2.73,2750.3
Trichy,1645.29,17.0,No,0.71,3221.5
Chennai,1432.01,22.6,Yes,3.53,4864.47
Trichy,1970.78,24.9,No,3.3,2732.13
Salem,1850.94,18.8,Yes,3.55,2630.02
Coimbatore,1924.79,37.6,No,1.17,4412.38
Vellore,1237.54,35.4,No,4.26,2119.61
Trichy,913.04,23.2,No,2.45,2803.7
Vellore,1604.24,30.1,Yes,2.66,2246.89
Vellore,1896.21,32.7,Yes,0.54,2514.29
Vellore,1155.48,16.5,No,5.32,1821.47
Trichy,1623.73,20.9,Yes,4.61,2799.26
Madurai,1334.32,35.9,No,4.51,2462.79
Salem,1157.35,19.7,No,2.04,2421.35
Salem,1207.2,19.8,Yes,4.52,2663.3
Chennai,1122.51,14.3,No,4.65,4618.83
Madurai,1626.98,24.5,Yes,0.89,3029.3
Trichy,1780.53,30.2,No,1.35,3255.28
Madurai,1561.03,32.1,No,3.61,2563.79
Madurai,803.76,29.9,No,2.18,2637.81
Chennai,1445.16,32.0,Yes,4.7,4883.81
Coimbatore,1248.63,19.5,No,4.41,4240.55
Coimbatore,1704.74,14.4,No,0.97,4280.04
Coimbatore,1816.14,33.5,No,1.62,4223.46
Trichy,1052.11,39.8,Yes,1.48,3091.7
Salem,1209.78,33.1,Yes,2.35,2920.79
Madurai,1956.97,38.2,Yes,3.54,2987.57
Trichy,1500.06,18.3,Yes,1.0,3374.94
Salem,1943.05,24.5,No,3.3,2443.61
Vellore,1117.49,15.7,Yes,4.09,2130.15
Madurai,1954.08,33.5,Yes,2.29,2954.76
Coimbatore,977.7,26.2,Yes,5.39,4068.17
Trichy,1095.87,12.5,No,5.23,2667.86
Salem,1413.16,12.9,No,4.58,2341.63
Madurai,1288.97,25.9,Yes,5.04,2696.74
Salem,1914.26,13.5,Yes,2.65,2847.72
Vellore,1294.75,35.1,No,3.4,2024.55
Chennai,1853.11,37.9,No,4.8,4376.94
Trichy,1310.53,13.7,No,2.37,3024.23
Trichy,1536.95,24.2,Yes,1.67,3211.04
Madurai,1112.05,26.4,Yes,2.39,2849.38
Chennai,1567.46,14.1,Yes,1.79,5136.39
Madurai,1493.84,17.3,Yes,0.5,3155.57
Chennai,1831.58,36.2,Yes,2.83,4884.35
Madurai,902.62,17.5,No,1.9,2729.91
Salem,1261.81,20.4,No,1.46,2705.08
Madurai,859.21,33.9,Yes,3.18,2794.69
Salem,1996.69,21.9,Yes,0.69,2816.74
Trichy,1600.81,15.3,Yes,1.67,3309.61
Chennai,1049.89,30.0,Yes,0.84,5254.37
Coimbatore,1881.59,19.6,No,0.71,4496.71
Vellore,1828.14,23.1,No,2.68,2250.72
